program_id,focus_sectors,location,program_name,program_type,pogram_description,program_objectives,program_eligibility,funding,organizations,org_category,further_info,update_date
6030,"Agriculture,Commercial/Institutional,Residential",Prince Edward Island,Energy Efficiency Loan Program - Solar Photovoltaic Equipment,"Financial Incentive,Rebate",,"The Energy Efficiency Loan Program for Solar Photovoltaic Equipment (EELP-SERP) will provide financing to qualifying Prince Edward Island home-owners, farms and businesses that are approved applicants under efficiencyPEI's Solar Electric Rebate Program. This will assist with the up-front costs associated with the purchase and installation of Solar PV equipment that can lower energy bills for Islanders.",,,"Government of Prince Edward Island, Department of Finance",Provincial government,,2022-01-27 00:00:00.0
6046,Residential,Prince Edward Island,Energy Efficiency Loan Program,"Financial Incentive,Retrofit",,The Energy Efficiency Loan Program (EELP) will provide financing for Prince Edward Island home-owners who are approved applicants under either of efficiencyPEI's Energy Efficient Equipment Rebate and Home Insulation Rebate programs. This will assist with the up-front costs associated with the purchase and installation of products and/or building envelope upgrades that will improve the energy efficiency of the home-owner's existing primary year-round residence.,,,"Government of Prince Edward Island, Department of Finance",Provincial government,,2022-01-31 00:00:00.0
6047,"Agriculture,Commercial/Institutional",Prince Edward Island,Community Energy Solutions,"Advice,Financial Incentive,Retrofit",,"The Community Energy Solutions seeks to expand energy efficiency solutions to businesses, community centres, agricultural operations and more. These incentives help with energy efficiency advice and rebates so these organizations can be efficiency leaders in their community.

The Community Energy Solutions may cover up to 50 per cent of the total energy efficiency upgrade cost, up to $25,000. These incentives could help with energy savings projects like upgrades to heating systems, optimizing ventilation, thermostats and controls, and more.

Incentives are equal to the lower of the following: 1x annual savings, 50 per cent cost of project, or $25,000.",,,Efficiency PEI,Provincial government,,2022-01-31 00:00:00.0
6048,Residential,British Columbia,Indigenous Communities Conservation Program,"Awareness/Information,Financial Incentive,Retrofit",,"Indigenous Communities can get training, free energy-saving products and rebates to implement home energy upgrades for their community. This is ideal for communities in BC Hydro's service that provide trades training and have previously participated in the Energy Conservation Assistance Program. A designated project lead from the community will work with BC Hydro to coordinate and deliver the program locally.",,,BC Hydro  - Residential Customers,Utility company,,2022-01-31 00:00:00.0
6049,Residential,Saskatchewan,Residential Equipment Replacement Rebate,"Financial Incentive,Rebate,Retrofit",,"The Residential Equipment Replacement Rebate encourages homeowners to choose the most energy efficient equipment available. Replacing old equipment with newer, high-efficiency models can help lower your energy use, increase your comfort and save you money.  Rebates are available exclusively through participating SaskEnergy Network Members.",,,SaskEnergy,Utility company,,2024-01-26 00:00:00.0
6050,Residential,Manitoba,Windows and Doors Rebate,"Energy Star,Financial Incentive,Rebate",,This program provides rebates on qualifying ENERGY STAR® certified windows and doors.,,,Efficiency Manitoba,Provincial government,,2022-02-15 00:00:00.0
6066,"Commercial/Institutional,Industrial,Residential",Manitoba,Heat Pump Program,"Energy Star,Financial Incentive,Retrofit",,This Program offers financial incentives to upgrade your home or business to an energy-efficient heating system (including ENERGY STAR® certified products).,,,Efficiency Manitoba,Provincial government,,2022-02-14 00:00:00.0
6067,Residential,Manitoba,Energy Efficiency Assistance Program,"Advice,Financial Incentive,Rebate,Retrofit",,"This program offers free and subsidized energy efficiency upgrades for income qualifying households. Offers include: Free Home Energy Check-up, Free Insulation, Natural Gas Furnace and Boiler Upgrade, Free Energy Saving Devices.",,,Efficiency Manitoba,Provincial government,,2022-02-14 00:00:00.0
6068,Residential,Manitoba,Indigenous Community Energy Efficiency Program,"Advice,Financial Incentive,Rebate,Retrofit",,"We offer communities the opportunity, support, and resources to hire an energy efficiency advocate to create and implement community energy efficiency plans with guidance from our energy experts.",,,Efficiency Manitoba,Provincial government,,2022-02-14 00:00:00.0
6086,Residential,Manitoba,Virtual Energy Review,"Advice,Awareness/Information",,Get a free home energy review report in 10 minutes or less and receive an overview of how much energy your heating systems are using and what you can do to take some of the load off your energy bill.,,,Efficiency Manitoba,Provincial government,,2022-02-15 00:00:00.0
6087,Residential,Manitoba,Appliance Recycling Program,"Advice,Financial Incentive,Rebate",,This program offers in home pick-up of old working fridges and/or freezers. Homeowners can receive a rebate for each one recycled.,,,Efficiency Manitoba,Provincial government,,2022-02-15 00:00:00.0
6088,Commercial/Institutional,Manitoba,Innovation Fund,"Advice,Financial Incentive,New Construction,Rebate,Retrofit",,This program supports organizations who are looking to advance new and innovative energy efficiency opportunities in the Manitoba market.,,,Efficiency Manitoba,Provincial government,,2022-02-15 00:00:00.0
6089,Industrial,Manitoba,Strategic Energy Manager Initiative,"Advice,Energy Management and Monitoring,Financial Incentive,Training/Technical Assistance",,"This program enables industrial participants to implement a culture of energy conservation and continuous improvement regarding their energy consumption. Support is provided for an onsite energy manager to develop and implement a strategic energy management plan, and additional financial incentives are available on top of other program incentives, as well for other measures not incented through existing programs.",,,Efficiency Manitoba,Provincial government,,2022-02-15 00:00:00.0
6090,Commercial/Institutional,Manitoba,In-suite Energy Efficiency Program,"Advice,Financial Incentive,Rebate,Retrofit",,"This program helps property managers and owners of multi-unit residential buildings (apartments, condos, townhouses, or rowhouses) improve the energy efficiency of the suites in their building(s) by providing free upgrades on basic energy saving devices and incentives on qualifying products.",,,Efficiency Manitoba,Provincial government,,2022-02-15 00:00:00.0
6106,Residential,Newfoundland and Labrador,TakeCHARGE Isolated Systems Efficiency Program - Residential,"Advice,Awareness/Information,Financial Incentive,Rebate,Retrofit",,"This program targets home and business owners in remote diesel-system communities, providing outreach, education, and energy efficient products free of charge.",,,Newfoundland Power and Newfoundland and Labrador Hydro,Utility company,,2022-05-15 00:00:00.0
6107,Residential,Nova Scotia,Property Assessed Clean Energy Program,,,"If you live in one of the participating towns &amp; municipalities, you can get cleaner energy for your home and pay for it at a pace you can afford.",,,Efficiency Nova Scotia,Provincial government,,2022-05-15 00:00:00.0
6108,Residential,Northwest Territories,Home Energy Evaluations Program,"Advice,Awareness/Information,Financial Incentive,Rebate",,The Program provides free advice on existing and new homes and subsidizes the cost of home energy evaluations on existing homes.,,,Arctic Energy Alliance,Other organization,,2022-05-15 00:00:00.0
6109,Residential,Yukon,ZeroPath rebate for new homes,"Financial Incentive,New Construction",,The ZeroPath rebate for new homes rewards applicants whose new home has an annual energy consumption that is at least 50% less than the same home built to the current 2015 National Building Code standards.,,,"Government of Yukon, Energy, Mines and Resources",Provincial government,,2022-05-15 00:00:00.0
6110,Residential,Yukon,Solar domestic hot-water heating systems,"Financial Incentive,Retrofit",,The Program provides a 20% rebate on eligible material costs up to $1200 for solar domestic hot-water heating systems.,,,"Government of Yukon, Energy, Mines and Resources",Provincial government,,2022-05-15 00:00:00.0
6111,Residential,Yukon,Energy Star Window Rebate,"Energy Star,Financial Incentive,Rebate",,The Program provides a $100 rebate per Energy Star window to a maximum of $1000 per home.,,,"Government of Yukon, Energy, Mines and Resources",Provincial government,,2022-05-15 00:00:00.0
6112,Residential,Yukon,Heat Pump System in a New Home Rebate,"Financial Incentive,Rebate",,The Program provides a $1500 for the installation of an eligible heat pump system in a new home.,,,"Government of Yukon, Energy, Mines and Resources",Provincial government,,2024-06-07 00:00:00.0
